,RIC,error
BHR,,No best match available
MYBF,,No best match available
APTY,,No best match available
NBTB,,No best match available
EFCT,,No best match available
ASHR,,No best match available
GQRE,,No best match available
MEP,,No best match available
BANX,,No best match available
DXKW,,No best match available
NSANY,,No best match available
RXDX,,No best match available
BIOC,,No best match available
ITUP,,No best match available
NASB,,No best match available
EMFM,,No best match available
HNRG,,No best match available
CESX,,No best match available
GPE.H,,No best match available
RTGN,,No best match available
BPSR,,No best match available
OVBC,,No best match available
SNYR,,No best match available
SWAY,SWAY.W^E14,
KIN,,No best match available
RARE,,No best match available
OSBC,,No best match available
TIIAY,,No best match available
PNNW,,No best match available
THNX,,No best match available
CARA,,No best match available
BDTE,,No best match available
OMEF,,No best match available
PWOD,,No best match available
STAY,,No best match available
TACO,,No best match available
PGAL,,No best match available
RSPP,RSPP.W^E14,
AMRK,,No best match available
MDDD,,No best match available
VNCE,,No best match available
GNO,,No best match available
STOY,,No best match available
CELP,,No best match available
SMLR,,No best match available
SNOW,,No best match available
GENGF,,No best match available
CAPR,,No best match available
NREB,,No best match available
NTIC,,No best match available
DSL.U,,No best match available
GMZ,GMZ,
BYLTF,,No best match available
CTBI,,No best match available
DRTTF,,No best match available
FYLD,,No best match available
TXHD,,No best match available
ENBL,,No best match available
INGN,,No best match available
BRG,BRG,
EMBB,,No best match available
CAMB,,No best match available
FISOF,,No best match available
ATHM,,No best match available
CQH,CQH.W^E14,
PLPC,,No best match available
PTL.A,PTLa.TO^B07,
ALVOF,,No best match available
MYRLF,,No best match available
AAGH,,No best match available
PRK,,No best match available
CCNCF,,No best match available
GEPC,,No best match available
GKIT,,No best match available
ICSH,,No best match available
SIEGY,,No best match available
ESES,,No best match available
QYLD,,No best match available
CRCM,,No best match available
GWTNF,,No best match available
SFNC,,No best match available
CRLFF,,No best match available
SMTB,,No best match available
SOME,,No best match available
USDU,,No best match available
AGND,,No best match available
AGZD,,No best match available
HYND,,No best match available
HYZD,,No best match available
JGBB,,No best match available
HXI.,,No best match available
RICE,RICE.W^E14,
FRLF,,No best match available
MOBO,,No best match available
TRAM,,No best match available
MBUU,,No best match available
ACZ.,,No best match available
NGI.U,,No best match available
BMTM,,No best match available
DENN,,No best match available
GIII,,No best match available
ITCI,,No best match available
SBIT,,No best match available
NRXGQ,,No best match available
CXRXF,,No best match available
ASPX,,No best match available
CRRGF,,No best match available
APTA,APTA.TE,
GNCA,,No best match available
GI.2,,No best match available
GSBC,,No best match available
PPIH,,No best match available
PHX,PHX,
PDT,PDT,
KGHI,,No best match available
LADR,,No best match available
CBPX,,No best match available
PDDPF,,No best match available
SESN,,No best match available
SINC.,,No best match available
EMAV,,No best match available
COCP,,No best match available
DELAF,,No best match available
DRNA,,No best match available
RVNC,,No best match available
FTAI,,No best match available
FTHI,,No best match available
FTLB,,No best match available
RDVY,,No best match available
AVTH,,No best match available
RVVTF,,No best match available
SYE,SYE,
SYG,SYG,
SYV,SYV,
OUT,OUT,
STBC,,No best match available
KNMD,,No best match available
FLXN,,No best match available
IBP,IBP,
OGS,OGS,
KN,,No best match available
HRE.W,,No best match available
SHYD,,No best match available
CNTR,,No best match available
AGFS,,No best match available
FPI,FPI.Z,
MICB,,No best match available
PIH,,No best match available
