,RIC,error
PAVE,,No best match available
XPL,XPL,
MATW,,No best match available
AIV,AIV,
FCH,,No best match available
KB,KB,
APF,,No best match available
MULE,,No best match available
GEO,,No best match available
EOCCY,,No best match available
HME,,No best match available
RFMI,,No best match available
SOI,SOI,
MPAC,,No best match available
TARO,,No best match available
MLR,MLR,
GOOS,,No best match available
ARD,ARD,
TMRC,,No best match available
ESX.,,No best match available
ADTN,,No best match available
ITUB,,No best match available
NBGGY,,No best match available
ASVI,,No best match available
CEFS,,No best match available
TRAC,,No best match available
TWRAQ,TWRAQ.PK^H07,
MPS,,No best match available
AMED,,No best match available
EFOI,,No best match available
KATX,,No best match available
CHDX,,No best match available
KAAC,,No best match available
YEXT,,No best match available
SQZZ,,No best match available
CLI,CLI,
METR,,No best match available
SGUI,,No best match available
HCOR,HCOR.PK^H10,
FFFD,,No best match available
PNBK,,No best match available
WAVXQ,,No best match available
HQBD,,No best match available
DAR,DAR,
AYX,AYX,
IDEV,,No best match available
SIRI,,No best match available
HEXO,,No best match available
WVVI,,No best match available
RS,,No best match available
CULBF,CULBF.PK^K10,
ARIA,,No best match available
TDF,TDF,
OSKY,,No best match available
BOBJY,BOBJY.PK^C08,
KPA,,No best match available
ACS,,No best match available
TIXC,,No best match available
FTHR,,No best match available
MTSN,,No best match available
TESS,,No best match available
HBKS,,No best match available
MTLG,,No best match available
PONE,,No best match available
GSSC,,No best match available
BMBM.,,No best match available
OKTA,,No best match available
CWAI,,No best match available
DOMR,,No best match available
COM,,No best match available
DKIN,DKIN.PK^J12,
HNP,HNP,
QYOUF,,No best match available
XPRSA,,No best match available
CGFW,,No best match available
BCI,BCI,
ARCM,,No best match available
AOIL,,No best match available
BCD,BCD,
DCC.,,No best match available
GGT,GGT,
NNBP,,No best match available
CETV,,No best match available
SCYL,,No best match available
MLIN,,No best match available
DCG.,,No best match available
DFC.,,No best match available
TENG,,No best match available
DCP.,,No best match available
DCS.,,No best match available
DCU.,,No best match available
FBR,,No best match available
LFRGY,,No best match available
DFU.,,No best match available
NUSA,,No best match available
PTINY,,No best match available
O,O,
HMLSF,,No best match available
TOCA,,No best match available
TGS,TGS,
MTMD,,No best match available
SSYS,,No best match available
SPVM.,,No best match available
TAIL,,No best match available
XSHQ,,No best match available
CARV,,No best match available
KNX,KNX,
WCSTF,WCSTF.PK^D13,
DUK6,,No best match available
AZPN,,No best match available
KEP,KEP,
AMO.2,,No best match available
CVTI,,No best match available
JPGB,,No best match available
BANK.,,No best match available
DISC.,,No best match available
STPL.,,No best match available
LION,,No best match available
INSR.,,No best match available
ITXFF,ITXFF.PK^G10,
FMCI.,,No best match available
HDSN,,No best match available
CCUDF,,No best match available
ONPH,,No best match available
VEAC,,No best match available
FTI,FTI,
TCAM,,No best match available
ERM,ERM,
MLLGF,,No best match available
IMDS,,No best match available
TERM,,No best match available
NWBI,,No best match available
TBUSQ,TBUSQ.PK^A13,
SCEYF,,No best match available
IIONQ,IIONQ.PK^L09,
MEG,,No best match available
CWNH,CWNH.PK^B12,
FOR.2,,No best match available
CADE,,No best match available
ICAN,,No best match available
SMDM,,No best match available
MCLC.,,No best match available
FIT.1,,No best match available
MINT.,,No best match available
MULC.,,No best match available
PVD,,No best match available
COF,COF,
MUMC.,,No best match available
VSDA,,No best match available
EEX,EEX,
CVNA,,No best match available
TRKR,,No best match available
CLDR,,No best match available
NCSM,,No best match available
BRGGF,,No best match available
MGS.2,,No best match available
FSPX,FSPX.PK^I08,
TETF,.TETF,
UNRG,,No best match available
DIMC,,No best match available
OILU,,No best match available
OILD,,No best match available
PWSV.,,No best match available
ALC.3,,No best match available
TLWT,,No best match available
3CALI,,No best match available
CMXX,,No best match available
IPCFF,,No best match available
ZYME,,No best match available
XRF,XRF,
URGN,,No best match available
ALAB,,No best match available
VERI,,No best match available
COHT,,No best match available
BHVN,,No best match available
CDOR,,No best match available
CPHC,,No best match available
PTGEF,,No best match available
RYG,,No best match available
FPH,FPH,
AM,,No best match available
OVID,,No best match available
EUGS,EUGS.PK^C11,
APOL,,No best match available
AGT,AGT,
EMTC,,No best match available
SBGA,,No best match available
BSY,,No best match available
STM,STM,
CAPA.,,No best match available
APLX,,No best match available
FLQL,,No best match available
MCRL,,No best match available
FLQM,,No best match available
FLQS,,No best match available
RGUS,,No best match available
ROSE,,No best match available
GTAX,,No best match available
GDT,,No best match available
RSAS,,No best match available
USAP,,No best match available
LTFD,,No best match available
SVRA,,No best match available
SNVVF,,No best match available
EVIX,,No best match available
TWOC,TWOC.CA^K07,
DIGA.,,No best match available
EXIV,,No best match available
VMOT,,No best match available
UTSL,,No best match available
DFEN,,No best match available
SWC,,No best match available
FMX,FMX,
TPOR,,No best match available
MEXX,,No best match available
DUSL,,No best match available
